Woreda,Kebele,Village Name,Name of water system,Latitude,Longitude,Elevation,Photo,Year of construction (EFY),on spot or have distribution,Number of water points,# Non functional water points,Total HH beneficiaries,#house hold connections,Type of water system,water source fenced,guard at source,Type of lifting device (on spot),Type of hand pump,Type of power source,Functionality Status,Has the system ever been maintained/Rehabilitated?,water quality test conducted regularly,Water quality complain from user community,What is the complain ?,Who manages the system?,Year of WASHCO established (EFY),Are all WASHCO members active?,Date of last woreda visit to the WASHCO (EFY)?,Was there WASHCO training?,Date of last WASHCO training (EFY),# of women WASHCO members,Does the WASHCO have bank account?,When was the bank account opened (EFY)?,the last audit conducted (EFY),Water fee collection,Fee collection Modality,Fee collected regularly,How many Birr per specified modality,
Mana,DoyoTolii,bottoo,burqa finco a/duraa,7.713965735,36.69690085,2238,https://akvoflow-23.s3.amazonaws.com/images/9e7adb50-6d7d-40ea-afd2-4e2ce173b549.jpg,2005-12-05,On Spot,,,25,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,walkee,coree a/nuraa,7.719750325,36.70966168,2176,https://akvoflow-23.s3.amazonaws.com/images/1eb5bec0-f959-4099-918e-a4a94b668b9a.jpg,2007-11-05,On Spot,,,30,,Spring,Yes,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,walkkee,coree laloo,7.716876891,36.71358954,2140,https://akvoflow-23.s3.amazonaws.com/images/db1a900f-4ca6-4d1f-8177-6229e30df18d.jpg,2002-11-05,On Spot,,,45,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,walkee,burqa a/giddi,7.713329007,36.71387764,2144,https://akvoflow-23.s3.amazonaws.com/images/1e90fc47-0be6-4cb9-a6aa-d3c4a1a4a64f.jpg,2004-07-05,On Spot,,,20,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,loggaa,burqa finco,7.722938407,36.72975081,2028,https://akvoflow-23.s3.amazonaws.com/images/bbee9fa5-292f-4bbb-91c5-fa60c5cf14e0.jpg,2007-11-05,On Spot,,,30,,Spring,No,No,Gravity,,,Functional,No,No,Yes,keddoo issatu cabbe,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,dadee,burqa saxoo,7.716719971,36.74024465,1985,https://akvoflow-23.s3.amazonaws.com/images/f131ddfe-6aa8-4cd8-9a70-907a5381ead2.jpg,2003-11-05,On Spot,,,30,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,qujjoo,burqaa kiros,7.696801499,36.71786352,2057,https://akvoflow-23.s3.amazonaws.com/images/f2911d26-79fe-4709-9dc7-0bff8b60c957.jpg,2007-11-05,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,soogiddoo,burqaa a/gannoo,7.683213266,36.72920428,1979,https://akvoflow-23.s3.amazonaws.com/images/ab079bd2-b48a-4635-a2f8-1e8cddfb81af.jpg,2009-07-05,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,Yes,hin rahamaa,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,soogiddoo,coree ittisaa,7.677003673,36.72643505,2019,https://akvoflow-23.s3.amazonaws.com/images/b253bf0e-8df1-40d5-ae05-ffad13e30651.jpg,2007-11-05,On Spot,,,25,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,bottoo,burqa boloda,7.706632002,36.7084688,2144,https://akvoflow-23.s3.amazonaws.com/images/e5d318e1-b8ef-4c48-bef3-f84656110022.jpg,2012-11-05,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,worjjii,burqaa carii,7.698250967,36.73637741,2023,https://akvoflow-23.s3.amazonaws.com/images/7aab8fea-e2db-4443-a5b6-fa8b598086b9.jpg,2010-12-05,On Spot,,,25,,Spring,No,No,Gravity,,,Functional,No,No,Yes,hin ramahaa,WASHCO,,No,,No,,3,,,,No,,No,,
Mana,DoyoTolii,worjjii,burqaa qadidaa,7.709351026,36.74067794,2022,https://akvoflow-23.s3.amazonaws.com/images/d7641429-9307-4766-b7d5-50049b0ddcf6.jpg,2004-10-05,On Spot,,,25,,Spring,No,No,Gravity,,,Functional,No,No,Yes,hin ramahaa,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,dansaqa,Homich spring,7.699161298,36.70935685,2100,https://akvoflow-23.s3.amazonaws.com/images/ac60a862-bca8-497f-bcb4-0772b2a99faf.jpg,2008-11-07,Distribution,27,7,3465,13,Spring,No,No,Gravity,,,Functional,Yes,Yes,No,,WASHCO,2008-12-07,Yes,,Yes,,3,Yes,,,Yes,Monthly,Yes,450,
Mana,DoyoTolii,dansaqaa,burqaa bottee,7.701932154,36.69819862,2156,https://akvoflow-23.s3.amazonaws.com/images/3a8517f4-e6b7-4912-939d-6ff2e82039af.jpg,2009-11-05,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,bottoo,burqaa addamossi,7.719612693,36.7072328,2193,https://akvoflow-23.s3.amazonaws.com/images/e3716dd2-1a9d-4705-a40a-4b4cc8253833.jpg,2006-11-05,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,walkee,burqaa sulemaan,7.7196815,36.70992501,2106,https://akvoflow-23.s3.amazonaws.com/images/cf979346-b6f1-4929-91b1-c5ca67e21be7.jpg,2007-11-05,On Spot,,,30,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,walkee,burqaa a/garoo,7.715321043,36.70537013,2236,https://akvoflow-23.s3.amazonaws.com/images/cfd5f06b-3af8-4548-b31b-97b828899d83.jpg,,On Spot,,,25,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,worjjii,burqaa a/nagaa,7.694121259,36.72738249,1987,https://akvoflow-23.s3.amazonaws.com/images/7be67915-2e8f-450e-b8bc-2eac50ce2352.jpg,2001-11-05,On Spot,,,25,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,qujjoo,burqaa sonboqoo,7.678317727,36.73302925,1906,https://akvoflow-23.s3.amazonaws.com/images/aaf7df95-110a-492f-b12b-5d880e4e82be.jpg,2007-12-05,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,qujjoo,burqaa a/ gunbul,7.676275881,36.73902422,1887,https://akvoflow-23.s3.amazonaws.com/images/5b3bca7b-598e-476d-8325-52ae81e9ae01.jpg,,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,qujjoo,buraa gare hellanni,7.66815028,36.73586141,1838,https://akvoflow-23.s3.amazonaws.com/images/d72533f2-614b-4559-8c5e-bee95da6ea5f.jpg,2005-11-05,On Spot,,,45,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,loggaa,burqaa xaballaa,7.72645492,36.7277995,1987,https://akvoflow-23.s3.amazonaws.com/images/27f17ed3-bdef-41a7-a325-95b7648ae261.jpg,2014-10-05,On Spot,,,91,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,DoyoTolii,bottoo,burqaa a/sefuu,7.711209711,36.70862598,2144,https://akvoflow-23.s3.amazonaws.com/images/73131c58-e24c-47b5-ae0e-2be5fa8fa407.jpg,2013-11-05,On Spot,,,45,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
